5.0000000000000000000000000000000e-1, 2.8867513459481288225457439025098e-1, 4.5408995191376790047643297550014e-2
7.2836645007548606605126129831219e-1, 4.2052256601977399547882627113063e-1, 1.8362978878233352358503035945683e-2
5.0000000000000000000000000000000e-1, 2.4980271744890655806070628491676e-2, 1.8362978878233352358503035945683e-2
2.7163354992451393394873870168781e-1, 4.2052256601977399547882627113063e-1, 1.8362978878233352358503035945683e-2
1.6422236322755558219318794701078e-1, 9.4813825616385714768213020268542e-2, 2.2660529717763967391302822369299e-2
5.0000000000000000000000000000000e-1, 6.7639775255166721722729713021585e-1, 2.2660529717763967391302822369299e-2
8.3577763677244441780681205298922e-1, 9.4813825616385714768213020268542e-2, 2.2660529717763967391302822369299e-2
7.0432286120305957016073923805832e-1, 2.6668372320701277821228743688084e-1, 3.6378958422710054302157588309680e-2
5.8311630967462049770423588622714e-1, 4.7661962866448441210219892404296e-1, 3.6378958422710054302157588309680e-2
6.2120655152843907245650335183119e-1, 1.2272205191294145644923680982913e-1, 3.6378958422710054302157588309680e-2
4.1688369032537950229576411377286e-1, 4.7661962866448441210219892404296e-1, 3.6378958422710054302157588309680e-2
3.7879344847156092754349664816881e-1, 1.2272205191294145644923680982913e-1, 3.6378958422710054302157588309680e-2
2.9567713879694042983926076194168e-1, 2.6668372320701277821228743688084e-1, 3.6378958422710054302157588309680e-2
8.5166018491736226696737328628667e-1, 2.1362470393071315804260271255800e-1, 1.4163621265528742418368530791050e-2
6.1083451293860815392164399220172e-1, 6.3074700356483176288522957724934e-1, 1.4163621265528742418368530791050e-2
7.4082567197875411304572929408495e-1, 2.1653696288893725835890880945593e-2, 1.4163621265528742418368530791050e-2
3.8916548706139184607835600779828e-1, 6.3074700356483176288522957724934e-1, 1.4163621265528742418368530791050e-2
2.5917432802124588695427070591505e-1, 2.1653696288893725835890880945593e-2, 1.4163621265528742418368530791050e-2
1.4833981508263773303262671371333e-1, 2.1362470393071315804260271255800e-1, 1.4163621265528742418368530791050e-2
9.5705755909360040953307708399610e-1, 5.7853312431953944906664966137816e-2, 4.7108334818664117299637354834434e-3
5.2863121780595040409669370156957e-1, 7.9990950284300757346389156657208e-1, 4.7108334818664117299637354834434e-3
9.2842634128765000543638338242653e-1, 8.2625885094771283931666380430375e-3, 4.7108334818664117299637354834434e-3
4.7136878219404959590330629843043e-1, 7.9990950284300757346389156657208e-1, 4.7108334818664117299637354834434e-3
7.1573658712349994563616617573468e-2, 8.2625885094771283931666380430375e-3, 4.7108334818664117299637354834434e-3
4.2942440906399590466922916003899e-2, 5.7853312431953944906664966137816e-2, 4.7108334818664117299637354834434e-3
