3.7393011775636563193745782966053e-1, 2.1588865414474615851399313139875e-1, 5.8393137863189683012644805692790e-2
5.0000000000000000000000000000000e-1, 4.3424809549494632973573690795543e-1, 5.8393137863189683012644805692790e-2
6.2606988224363436806254217033947e-1, 2.1588865414474615851399313139875e-1, 5.8393137863189683012644805692790e-2
9.4633521737253342510497404306229e-2, 5.4636689249365518527204626222238e-2, 2.5422453185103408460468404553434e-2
5.0000000000000000000000000000000e-1, 7.5675202528570760970931391830846e-1, 2.5422453185103408460468404553434e-2
9.0536647826274665748950259569377e-1, 5.4636689249365518527204626222238e-2, 2.5422453185103408460468404553434e-2
7.9167872463829084993844646139033e-1, 2.6877310672202336302477959288803e-1, 4.1425537809186787596776728210221e-2
6.2860370059448372903167903116258e-1, 5.5122733381141356846365692535377e-1, 4.1425537809186787596776728210221e-2
6.6307502404380712090676743022775e-1, 4.6024963251001715275286652511142e-2, 4.1425537809186787596776728210221e-2
3.7139629940551627096832096883742e-1, 5.5122733381141356846365692535377e-1, 4.1425537809186787596776728210221e-2
3.3692497595619287909323256977225e-1, 4.6024963251001715275286652511142e-2, 4.1425537809186787596776728210221e-2
2.0832127536170915006155353860967e-1, 2.6877310672202336302477959288803e-1, 4.1425537809186787596776728210221e-2
