3.6488870975341130484369264695041e-1, 2.1066859480038724106689446454725e-1, 6.2696803724651533410785168909448e-2
5.0000000000000000000000000000000e-1, 4.4468821418366416462993424165844e-1, 6.2696803724651533410785168909448e-2
6.3511129024658869515630735304959e-1, 2.1066859480038724106689446454725e-1, 6.2696803724651533410785168909448e-2
1.0949704626490916366955177041937e-1, 3.9595400129019172476175106022931e-2, 1.3831762300736713591741980383886e-2
8.9039145517194824768457888800780e-2, 7.5029523640261731783899110818788e-2, 1.3831762300736713591741980383886e-2
5.2045790074771433890109388161859e-1, 7.5140048001515774250364895391122e-1, 1.3831762300736713591741980383886e-2
9.1096085448280517523154211119922e-1, 7.5029523640261731783899110818788e-2, 1.3831762300736713591741980383886e-2
4.7954209925228566109890611838141e-1, 7.5140048001515774250364895391122e-1, 1.3831762300736713591741980383886e-2
8.9050295373509083633044822958063e-1, 3.9595400129019172476175106022931e-2, 1.3831762300736713591741980383886e-2
6.3396490277016500557776388546533e-1, 5.4615149546083186549449302230799e-1, 3.8153169170270853036198768494723e-2
7.8996352076902442984627070308459e-1, 2.7595396317627860300945727745668e-1, 3.8153169170270853036198768494723e-2
3.4400138200114057573149318238075e-1, 4.3919945147328178259772870988269e-2, 3.8153169170270853036198768494723e-2
2.1003647923097557015372929691541e-1, 2.7595396317627860300945727745668e-1, 3.8153169170270853036198768494723e-2
6.5599861799885942426850681761925e-1, 4.3919945147328178259772870988269e-2, 3.8153169170270853036198768494723e-2
3.6603509722983499442223611453467e-1, 5.4615149546083186549449302230799e-1, 3.8153169170270853036198768494723e-2
