6.6016747298788966652018055460936e-1, 3.8114786823979309447714794169272e-1, 2.4959167464030471059525861030497e-2
5.0000000000000000000000000000000e-1, 1.0372966730485245780942728736749e-1, 2.4959167464030471059525861030497e-2
3.3983252701211033347981944539064e-1, 3.8114786823979309447714794169272e-1, 2.4959167464030471059525861030497e-2
1.6388674148903143587562096800646e-1, 9.4620054315302908700016834638083e-2, 1.4243026034438772499847236953758e-2
5.0000000000000000000000000000000e-1, 6.7678529515383282936368950147677e-1, 1.4243026034438772499847236953758e-2
8.3611325851096856412437903199354e-1, 9.4620054315302908700016834638083e-2, 1.4243026034438772499847236953758e-2
4.0719376052238912731699392203382e-1, 2.3509342724993737132155497312835e-1, 3.1270606597951380234661890722760e-2
5.0000000000000000000000000000000e-1, 3.9583854928456390412061322449624e-1, 3.1270606597951380234661890722760e-2
5.9280623947761087268300607796618e-1, 2.3509342724993737132155497312835e-1, 3.1270606597951380234661890722760e-2
3.6969545154503392150096795821502e-2, 2.1344376846770558282749076051763e-2, 3.9658212549868192296573939529299e-3
5.0000000000000000000000000000000e-1, 8.2333665009089753019822501864941e-1, 3.9658212549868192296573939529299e-3
9.6303045484549660784990320417850e-1, 2.1344376846770558282749076051763e-2, 3.9658212549868192296573939529299e-3
7.3230562641831232766701218580322e-1, 4.2279685054169014316848920326985e-1, 1.2133419040726016575358986287804e-2
5.0000000000000000000000000000000e-1, 2.0431702701058360426744764213237e-2, 1.2133419040726016575358986287804e-2
2.6769437358168767233298781419678e-1, 4.2279685054169014316848920326985e-1, 1.2133419040726016575358986287804e-2
1.6886199622443761974859840789590e-1, 2.5258122781142165163268782201279e-1, 1.0891792519303778966315718169646e-2
3.0317275791597453027473456289841e-1, 1.9948164558404118082915561600062e-2, 1.0891792519303778966315718169646e-2
3.6568923830846308947386384499749e-1, 5.9349601141461287704811978714009e-1, 1.0891792519303778966315718169646e-2
6.9682724208402546972526543710159e-1, 1.9948164558404118082915561600062e-2, 1.0891792519303778966315718169646e-2
6.3431076169153691052613615500251e-1, 5.9349601141461287704811978714009e-1, 1.0891792519303778966315718169646e-2
8.3113800377556238025140159210410e-1, 2.5258122781142165163268782201279e-1, 1.0891792519303778966315718169646e-2
8.5022348872965273988075452194250e-2, 1.1022746851078840738819256046848e-1, 7.5418387882557192929252952313835e-3
1.3797096236167466358491913215766e-1, 1.8517779758016959811014223845041e-2, 7.5418387882557192929252952313835e-3
4.4705138651129061040315632003659e-1, 7.3728015551563327956451638643941e-1, 7.5418387882557192929252952313835e-3
8.6202903763832533641508086784234e-1, 1.8517779758016959811014223845041e-2, 7.5418387882557192929252952313835e-3
5.5294861348870938959684367996341e-1, 7.3728015551563327956451638643941e-1, 7.5418387882557192929252952313835e-3
9.1497765112703472601192454780575e-1, 1.1022746851078840738819256046848e-1, 7.5418387882557192929252952313835e-3
3.1360223847748063984672979455792e-1, 1.0071530740009939469146811766689e-1, 2.1613681829707105274566635458430e-2
2.4402313399718525989642599789124e-1, 2.2122985150511429577557728026851e-1, 2.1613681829707105274566635458430e-2
5.6957910448029537995030379666668e-1, 5.4408024487922495629667777281754e-1, 2.1613681829707105274566635458430e-2
7.5597686600281474010357400210876e-1, 2.2122985150511429577557728026851e-1, 2.1613681829707105274566635458430e-2
4.3042089551970462004969620333332e-1, 5.4408024487922495629667777281754e-1, 2.1613681829707105274566635458430e-2
6.8639776152251936015327020544208e-1, 1.0071530740009939469146811766689e-1, 2.1613681829707105274566635458430e-2
